model_name,candidate_rank,candidate_config,num_layers,batch,input_features,output_features,layer_shapes,layer_parallelism,tile_m,tile_k,tile_n,build_threads,width_budget,width_used,width_slack,max_rows_per_layer,sum_cas_length,sum_parallel_factor,bottleneck_tile_workload,workload_imbalance,total_padding_waste,bn_handling,reference_kind,latency_ns,latency_us,throughput_batches_per_s,throughput_vectors_per_s,gops_per_s,output_ok,max_abs_error,status,error,active_core_count,active_column_count,active_row_count,min_active_col,max_active_col,min_active_row,max_active_row,active_col_span,active_row_span,column_band_count,row_band_count,uses_multiple_rows,uses_multiple_column_bands,output_dir
multi_qubit_readout_discriminator,16,cand_16_cols_26_wl_1024_L0_PK_8_PN_4_L1_PK_4_PN_4_L2_PK_4_PN_4_L3_PK_4_PN_4_L4_PK_2_PN_1,5,8,256,8,256x128|128x128|128x128|128x128|128x8,8x4|4x4|4x4|4x4|2x1,4,8,8,32,31,26,5,4,22,82,1024,0,1024,no_batchnorm_layers,hls_bit_exact,1792.0,1.792,558035.7142857143,4464285.714285715,740.5714285714286,True,0.0,success,,82,21,5,7,30,0,4,24,5,17,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/multi_qubit_readout_discriminator/cand_16_cols_26_wl_1024_L0_PK_8_PN_4_L1_PK_4_PN_4_L2_PK_4_PN_4_L3_PK_4_PN_4_L4_PK_2_PN_1
multi_qubit_readout_discriminator,23,cand_23_cols_24_wl_1024_L0_PK_8_PN_4_L1_PK_4_PN_4_L2_PK_4_PN_4_L3_PK_2_PN_8_L4_PK_2_PN_1,5,8,256,8,256x128|128x128|128x128|128x128|128x8,8x4|4x4|4x4|2x8|2x1,4,8,8,32,31,24,7,8,20,82,1024,0,1024,no_batchnorm_layers,hls_bit_exact,1798.4,1.7984,556049.8220640569,4448398.576512455,737.9359430604982,True,0.0,success,,82,20,8,7,30,0,7,24,8,21,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/multi_qubit_readout_discriminator/cand_23_cols_24_wl_1024_L0_PK_8_PN_4_L1_PK_4_PN_4_L2_PK_4_PN_4_L3_PK_2_PN_8_L4_PK_2_PN_1
multi_qubit_readout_discriminator,32,cand_32_cols_22_wl_1024_L0_PK_8_PN_4_L1_PK_4_PN_4_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1,5,8,256,8,256x128|128x128|128x128|128x128|128x8,8x4|4x4|2x8|2x8|2x1,4,8,8,32,31,22,9,8,18,82,1024,0,1024,no_batchnorm_layers,hls_bit_exact,1830.4,1.8304,546328.6713286713,4370629.37062937,725.034965034965,True,0.0,success,,82,18,8,7,28,0,7,22,8,25,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/multi_qubit_readout_discriminator/cand_32_cols_22_wl_1024_L0_PK_8_PN_4_L1_PK_4_PN_4_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1
multi_qubit_readout_discriminator,39,cand_39_cols_20_wl_1024_L0_PK_8_PN_4_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1,5,8,256,8,256x128|128x128|128x128|128x128|128x8,8x4|2x8|2x8|2x8|2x1,4,8,8,32,31,20,11,8,16,82,1024,0,1024,no_batchnorm_layers,hls_bit_exact,1843.2,1.8432,542534.7222222222,4340277.777777778,720.0,True,0.0,success,,82,16,8,7,26,0,7,20,8,29,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/multi_qubit_readout_discriminator/cand_39_cols_20_wl_1024_L0_PK_8_PN_4_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1
multi_qubit_readout_discriminator,43,cand_43_cols_18_wl_1024_L0_PK_4_PN_8_L1_PK_4_PN_4_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1,5,8,256,8,256x128|128x128|128x128|128x128|128x8,4x8|4x4|2x8|2x8|2x1,4,8,8,32,31,18,13,8,14,82,1024,0,1024,no_batchnorm_layers,hls_bit_exact,1849.6,1.8496,540657.4394463669,4325259.515570935,717.5086505190312,True,0.0,success,,82,14,8,7,24,0,7,18,8,29,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/multi_qubit_readout_discriminator/cand_43_cols_18_wl_1024_L0_PK_4_PN_8_L1_PK_4_PN_4_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1
multi_qubit_readout_discriminator,46,cand_46_cols_16_wl_1024_L0_PK_4_PN_8_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1,5,8,256,8,256x128|128x128|128x128|128x128|128x8,4x8|2x8|2x8|2x8|2x1,4,8,8,32,31,16,15,8,12,82,1024,0,1024,no_batchnorm_layers,hls_bit_exact,1848.0,1.848,541125.5411255411,4329004.329004329,718.1298701298701,True,0.0,success,,82,12,8,7,22,0,7,16,8,33,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/multi_qubit_readout_discriminator/cand_46_cols_16_wl_1024_L0_PK_4_PN_8_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1
multi_qubit_readout_discriminator,47,cand_47_cols_30_wl_1024_L0_PK_8_PN_4_L1_PK_4_PN_4_L2_PK_4_PN_4_L3_PK_8_PN_3_L4_PK_2_PN_1,5,8,256,8,256x128|128x128|128x128|128x128|128x8,8x4|4x4|4x4|8x3|2x1,4,8,8,32,31,30,1,4,26,90,1024,256,3072,no_batchnorm_layers,hls_bit_exact,1803.2,1.8032000000000001,554569.6539485359,4436557.231588287,735.9716060337178,True,0.0,success,,90,25,4,7,34,0,3,28,4,16,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/multi_qubit_readout_discriminator/cand_47_cols_30_wl_1024_L0_PK_8_PN_4_L1_PK_4_PN_4_L2_PK_4_PN_4_L3_PK_8_PN_3_L4_PK_2_PN_1
multi_qubit_readout_discriminator,83,cand_83_cols_30_wl_1024_L0_PK_8_PN_4_L1_PK_4_PN_4_L2_PK_4_PN_4_L3_PK_8_PN_4_L4_PK_2_PN_1,5,8,256,8,256x128|128x128|128x128|128x128|128x8,8x4|4x4|4x4|8x4|2x1,4,8,8,32,31,30,1,4,26,98,1024,512,1024,no_batchnorm_layers,hls_bit_exact,1772.0,1.772,564334.0857787811,4514672.686230249,748.9300225733634,True,0.0,success,,98,25,5,7,34,0,4,28,5,17,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/multi_qubit_readout_discriminator/cand_83_cols_30_wl_1024_L0_PK_8_PN_4_L1_PK_4_PN_4_L2_PK_4_PN_4_L3_PK_8_PN_4_L4_PK_2_PN_1
multi_qubit_readout_discriminator,86,cand_86_cols_30_wl_1024_L0_PK_8_PN_8_L1_PK_8_PN_2_L2_PK_4_PN_4_L3_PK_4_PN_4_L4_PK_2_PN_1,5,8,256,8,256x128|128x128|128x128|128x128|128x8,8x8|8x2|4x4|4x4|2x1,4,8,8,32,31,30,1,8,26,114,1024,512,1024,no_batchnorm_layers,hls_bit_exact,1819.2,1.8192000000000002,549692.1723834652,4397537.379067722,729.4986807387862,True,0.0,success,,114,25,8,7,34,0,7,28,8,19,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/multi_qubit_readout_discriminator/cand_86_cols_30_wl_1024_L0_PK_8_PN_8_L1_PK_8_PN_2_L2_PK_4_PN_4_L3_PK_4_PN_4_L4_PK_2_PN_1
multi_qubit_readout_discriminator,104,cand_104_cols_30_wl_1024_L0_PK_8_PN_4_L1_PK_8_PN_2_L2_PK_4_PN_4_L3_PK_2_PN_8_L4_PK_4_PN_1,5,8,256,8,256x128|128x128|128x128|128x128|128x8,8x4|8x2|4x4|2x8|4x1,4,8,8,32,31,30,1,8,26,84,1024,512,1024,no_batchnorm_layers,hls_bit_exact,1808.0,1.808,553097.3451327434,4424778.761061947,734.0176991150443,True,0.0,success,,84,26,8,7,36,0,7,30,8,19,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/multi_qubit_readout_discriminator/cand_104_cols_30_wl_1024_L0_PK_8_PN_4_L1_PK_8_PN_2_L2_PK_4_PN_4_L3_PK_2_PN_8_L4_PK_4_PN_1
deep_autoencoder,0,cand_00_cols_29_wl_1024_L0_PK_4_PN_4_L1_PK_4_PN_4_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8,9,8,128,128,128x128|128x128|128x128|128x128|128x8|8x128|128x128|128x128|128x128,4x4|4x4|2x8|2x8|2x1|1x2|2x8|2x8|2x8,4,8,8,32,31,29,2,8,21,116,1024,0,2048,no_batchnorm_layers,hls_bit_exact,3024.0,3.024,330687.8306878307,2645502.6455026455,617.6507936507936,True,0.0,success,,116,20,8,7,33,0,7,27,8,51,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/deep_autoencoder/cand_00_cols_29_wl_1024_L0_PK_4_PN_4_L1_PK_4_PN_4_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8
deep_autoencoder,21,cand_21_cols_27_wl_1024_L0_PK_4_PN_4_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8,9,8,128,128,128x128|128x128|128x128|128x128|128x8|8x128|128x128|128x128|128x128,4x4|2x8|2x8|2x8|2x1|1x2|2x8|2x8|2x8,4,8,8,32,31,27,4,8,19,116,1024,0,2048,no_batchnorm_layers,hls_bit_exact,3052.8,3.0528000000000004,327568.13417190773,2620545.073375262,611.8238993710692,True,0.0,success,,116,18,8,7,31,0,7,25,8,55,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/deep_autoencoder/cand_21_cols_27_wl_1024_L0_PK_4_PN_4_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8
deep_autoencoder,28,cand_28_cols_25_wl_1024_L0_PK_2_PN_8_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8,9,8,128,128,128x128|128x128|128x128|128x128|128x8|8x128|128x128|128x128|128x128,2x8|2x8|2x8|2x8|2x1|1x2|2x8|2x8|2x8,4,8,8,32,31,25,6,8,17,116,1024,0,2048,no_batchnorm_layers,hls_bit_exact,3110.4,3.1104000000000003,321502.0576131687,2572016.46090535,600.4938271604938,True,0.0,success,,116,16,8,7,29,0,7,23,8,59,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/deep_autoencoder/cand_28_cols_25_wl_1024_L0_PK_2_PN_8_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8
deep_autoencoder,29,cand_29_cols_31_wl_1024_L0_PK_4_PN_4_L1_PK_4_PN_4_L2_PK_4_PN_4_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8,9,8,128,128,128x128|128x128|128x128|128x128|128x8|8x128|128x128|128x128|128x128,4x4|4x4|4x4|2x8|2x1|1x2|2x8|2x8|2x8,4,8,8,32,31,31,0,8,23,116,1024,0,2048,no_batchnorm_layers,hls_bit_exact,nan,nan,nan,nan,nan,False,nan,failed,"(WARNING:2, CRITICAL-WARNING:0, ERROR:1)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/deep_autoencoder/cand_29_cols_31_wl_1024_L0_PK_4_PN_4_L1_PK_4_PN_4_L2_PK_4_PN_4_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8
deep_autoencoder,71,cand_71_cols_29_wl_1024_L0_PK_4_PN_4_L1_PK_4_PN_4_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_3_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8,9,8,128,128,128x128|128x128|128x128|128x128|128x8|8x128|128x128|128x128|128x128,4x4|4x4|2x8|2x8|2x1|1x3|2x8|2x8|2x8,4,8,8,32,31,29,2,8,21,117,1024,256,2304,no_batchnorm_layers,hls_bit_exact,2979.2,2.9791999999999996,335660.5800214823,2685284.6401718585,626.9387755102041,True,0.0,success,,117,20,8,7,33,0,7,27,8,52,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/deep_autoencoder/cand_71_cols_29_wl_1024_L0_PK_4_PN_4_L1_PK_4_PN_4_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_3_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8
deep_autoencoder,142,cand_142_cols_31_wl_1024_L0_PK_2_PN_8_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_8_PN_3,9,8,128,128,128x128|128x128|128x128|128x128|128x8|8x128|128x128|128x128|128x128,2x8|2x8|2x8|2x8|2x1|1x2|2x8|2x8|8x3,4,8,8,32,31,31,0,8,23,124,1024,256,4096,no_batchnorm_layers,hls_bit_exact,nan,nan,nan,nan,nan,False,nan,failed,"(WARNING:2, CRITICAL-WARNING:0, ERROR:1)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/deep_autoencoder/cand_142_cols_31_wl_1024_L0_PK_2_PN_8_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_8_PN_3
deep_autoencoder,149,cand_149_cols_29_wl_1024_L0_PK_4_PN_4_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_4_PN_8,9,8,128,128,128x128|128x128|128x128|128x128|128x8|8x128|128x128|128x128|128x128,4x4|2x8|2x8|2x8|2x1|1x2|2x8|2x8|4x8,4,8,8,32,31,29,2,8,21,132,1024,512,2048,no_batchnorm_layers,hls_bit_exact,nan,nan,nan,nan,nan,False,nan,failed,"(WARNING:2, CRITICAL-WARNING:0, ERROR:1)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/deep_autoencoder/cand_149_cols_29_wl_1024_L0_PK_4_PN_4_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_4_PN_8
deep_autoencoder,214,cand_214_cols_31_wl_1024_L0_PK_2_PN_8_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_3_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_8_PN_3,9,8,128,128,128x128|128x128|128x128|128x128|128x8|8x128|128x128|128x128|128x128,2x8|2x8|2x8|2x8|2x1|1x3|2x8|2x8|8x3,4,8,8,32,31,31,0,8,23,125,1024,512,4352,no_batchnorm_layers,hls_bit_exact,nan,nan,nan,nan,nan,False,nan,failed,"(WARNING:2, CRITICAL-WARNING:0, ERROR:1)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/deep_autoencoder/cand_214_cols_31_wl_1024_L0_PK_2_PN_8_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_3_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_8_PN_3
deep_autoencoder,216,cand_216_cols_29_wl_1024_L0_PK_4_PN_4_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_3_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_4_PN_8,9,8,128,128,128x128|128x128|128x128|128x128|128x8|8x128|128x128|128x128|128x128,4x4|2x8|2x8|2x8|2x1|1x3|2x8|2x8|4x8,4,8,8,32,31,29,2,8,21,133,1024,768,2304,no_batchnorm_layers,hls_bit_exact,nan,nan,nan,nan,nan,False,nan,failed,"(WARNING:2, CRITICAL-WARNING:0, ERROR:1)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/deep_autoencoder/cand_216_cols_29_wl_1024_L0_PK_4_PN_4_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_3_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_4_PN_8
deep_autoencoder,230,cand_230_cols_31_wl_1024_L0_PK_2_PN_8_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_8_PN_8,9,8,128,128,128x128|128x128|128x128|128x128|128x8|8x128|128x128|128x128|128x128,2x8|2x8|2x8|2x8|2x1|1x2|2x8|2x8|8x8,4,8,8,32,31,31,0,8,23,164,1024,768,2048,no_batchnorm_layers,hls_bit_exact,nan,nan,nan,nan,nan,False,nan,failed,"(WARNING:2, CRITICAL-WARNING:0, ERROR:1)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,False,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/deep_autoencoder/cand_230_cols_31_wl_1024_L0_PK_2_PN_8_L1_PK_2_PN_8_L2_PK_2_PN_8_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_8_PN_8
deep_autoencoder,1,cand_01_cols_29_wl_1024_L0_PK_4_PN_4_L1_PK_2_PN_8_L2_PK_4_PN_4_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8,9,8,128,128,128x128|128x128|128x128|128x128|128x8|8x128|128x128|128x128|128x128,4x4|2x8|4x4|2x8|2x1|1x2|2x8|2x8|2x8,4,8,8,32,31,29,2,8,21,116,1024,0,2048,no_batchnorm_layers,hls_bit_exact,3004.8,3.0048000000000004,332800.85197018104,2662406.8157614483,621.5974440894569,True,0.0,success,,116,20,8,7,33,0,7,27,8,51,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/deep_autoencoder/cand_01_cols_29_wl_1024_L0_PK_4_PN_4_L1_PK_2_PN_8_L2_PK_4_PN_4_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8
deep_autoencoder,2,cand_02_cols_29_wl_1024_L0_PK_2_PN_8_L1_PK_4_PN_4_L2_PK_4_PN_4_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8,9,8,128,128,128x128|128x128|128x128|128x128|128x8|8x128|128x128|128x128|128x128,2x8|4x4|4x4|2x8|2x1|1x2|2x8|2x8|2x8,4,8,8,32,31,29,2,8,21,116,1024,0,2048,no_batchnorm_layers,hls_bit_exact,3059.2,3.0591999999999997,326882.8451882845,2615062.761506276,610.5439330543934,True,0.0,success,,116,20,8,7,33,0,7,27,8,51,1,True,True,/home/a.gnaneswaran/fpl26/aie4ml/experiments/runs/models/deep_autoencoder/cand_02_cols_29_wl_1024_L0_PK_2_PN_8_L1_PK_4_PN_4_L2_PK_4_PN_4_L3_PK_2_PN_8_L4_PK_2_PN_1_L5_PK_1_PN_2_L6_PK_2_PN_8_L7_PK_2_PN_8_L8_PK_2_PN_8
